CAR_ID,FAILURE_TYPE,ENGINE_RUN_TIME,ENGINE_RPM,VEHICLE_SPEED,THROTTLE,ENGINE_LOAD,COOLANT_TEMPERATURE,LONG_TERM_FUEL_TRIM_BANK_1,SHORT_TERM_FUEL_TRIM_BANK_1,INTAKE_MANIFOLD_PRESSURE,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,FUEL_AIR_COMMANDED_EQUIV_RATIO,ABSOLUTE_BAROMETRIC_PRESSURE,RELATIVE_THROTTLE_POSITION,INTAKE_AIR_TEMP,TIMING_ADVANCE,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,CONTROL_MODULE_VOLTAGE,COMMANDED_EVAPORATIVE_PURGE
262C5ACE,EVAP System Fault,1698.4,1820.5,7.6,19.688,40.068,45.7,7.19603,-19.65063,27.195,27.741,47.059,25.873,40.767,19.54,1.002,101.659,0.0,31.3,0.54,538.14,294.378,13.702,0.0
080BC854,Thermostat Stuck Open,607.4,1500.6,49.9,17.011,53.048,58.8,-3.87804,-9.93606,59.96,38.571,49.878,26.814,34.813,18.44,1.15,100.701,3.366,40.2,1.998,429.824,297.531,13.771,0.0
090E2850,Engine Overheating,3284.1,1473.7,11.5,16.222,27.699,135.9,4.3678,3.60474,51.189,64.853,51.027,21.722,31.765,17.939,1.086,100.0,3.566,38.3,-4.208,562.068,392.84,13.87,58.574
3507C257,Crankshaft Position Sensor Failure,3304.2,66.1,27.5,17.898,10.514,-4.6,-1.55966,91.87396,18.0,59.659,60.911,19.957,34.359,21.094,1.209,100.0,1.514,49.0,594.655,519.508,153.51,29.722,11.28
B45AFC3F,Thermostat Stuck Open,1482.1,1404.4,23.8,21.658,38.504,54.5,-7.01884,-9.88017,29.477,44.788,55.534,18.535,38.129,22.434,1.069,101.27,3.318,44.7,26.494,416.206,287.318,13.663,0.0
DA8A9B2F,EVAP System Fault,4640.6,1628.8,13.3,20.312,46.804,35.7,6.10606,-4.60014,24.862,29.157,53.273,22.35,35.246,18.728,0.998,101.721,0.0,41.2,-9.725,526.058,496.664,13.658,0.0
07AE62DB,Catalytic Converter Failure,2065.1,1508.3,22.2,20.192,21.137,67.5,-0.8139,0.3942,56.071,67.184,52.582,16.541,31.765,17.983,0.978,100.805,3.426,50.5,-0.834,562.824,502.577,13.897,83.456
6F47832B,Alternator Failure,1790.0,679.3,25.8,15.526,38.876,78.6,3.43955,4.4482,24.372,50.338,53.611,17.211,32.13,20.65,0.999,100.459,3.749,39.3,-2.483,583.671,329.924,12.084,29.231
E6D46DF9,O2 Sensor Failure,5262.8,1233.2,20.1,25.293,28.44,76.7,12.09205,34.09882,40.183,48.542,55.891,18.962,31.765,15.237,0.916,100.387,5.946,41.0,-20.0,513.249,250.68,13.794,62.878
04B36EF5,Throttle Body Fault,5914.3,1087.7,54.2,0.0,15.44,59.9,0.66916,-13.31619,18.0,56.636,77.263,18.727,32.327,30.974,1.002,100.761,0.0,35.4,-8.913,455.289,416.015,14.339,0.0
9552BD1F,MAP Sensor Failure,970.4,1539.2,24.1,15.632,8.892,88.5,6.96768,12.52189,21.986,17.93,47.059,21.884,35.506,18.356,1.007,100.173,0.0,34.3,34.0,623.087,422.158,13.89,12.375
FF56EBAA,EVAP System Fault,449.5,2090.8,33.6,20.093,27.78,81.9,4.62028,4.98069,58.754,46.574,50.433,16.92,37.656,19.11,0.98,100.093,0.909,33.2,25.141,408.064,120.497,14.243,0.0
C3302BAB,Catalytic Converter Failure,2166.6,1929.9,35.2,21.801,51.034,87.4,2.3426,-5.54539,48.91,35.469,48.827,20.464,32.36,19.635,0.996,100.0,6.554,44.1,9.982,446.429,425.725,13.53,15.13
A1E75FFA,MAP Sensor Failure,4914.7,923.4,26.5,19.153,17.821,91.0,9.16351,23.24877,21.826,66.391,55.63,18.629,32.244,22.663,1.0,100.78,0.0,41.9,16.29,410.353,336.159,14.091,58.669
E55A2DEB,Thermostat Stuck Open,5607.8,1093.0,29.3,20.952,4.085,47.0,-13.83751,-9.0123,27.516,41.186,61.993,18.046,37.573,19.429,1.082,101.33,4.161,46.2,20.798,398.999,274.413,14.068,14.438
8395E6EF,Transmission Slip,5939.6,4575.3,0.0,21.888,98.924,67.5,2.98678,-1.07988,45.66,56.015,47.059,22.593,39.014,21.825,0.942,101.633,2.335,36.2,16.692,618.957,247.178,13.496,28.006
849220FB,Transmission Slip,1080.3,4219.3,0.0,21.166,89.842,68.7,1.37533,-0.29261,18.0,16.813,51.785,16.078,38.322,18.354,0.973,100.542,1.479,46.6,-10.0,548.913,302.685,13.82,0.154
AF2D549E,Transmission Slip,1832.1,3703.6,26.8,24.564,93.647,64.6,2.33985,-4.56674,35.296,70.639,47.694,18.21,43.167,21.239,0.959,101.158,4.693,40.5,13.689,564.944,306.585,13.657,28.739
D1CD3B85,EVAP System Fault,147.3,1916.8,43.4,18.27,33.762,91.0,6.3715,4.15762,37.546,62.442,52.987,21.042,44.722,17.733,0.993,100.0,1.482,41.1,16.914,437.745,316.922,13.748,0.0
E440DD67,Throttle Body Fault,3136.3,1684.1,0.0,45.244,20.099,72.0,4.50567,3.04649,20.329,69.291,32.336,21.296,37.615,10.576,0.992,102.0,0.752,47.5,11.539,622.304,486.313,14.145,0.0
C88F6F9F,Engine Overheating,787.3,671.2,35.7,21.396,27.757,130.1,1.6304,-2.67041,42.615,47.632,49.89,16.078,36.815,19.933,1.092,100.852,2.59,46.0,-1.918,558.214,390.143,13.524,0.0
40AF289E,Throttle Body Fault,6588.8,1868.0,33.0,4.446,56.804,91.0,1.96047,11.57381,27.608,61.215,66.809,25.422,31.765,17.014,0.997,100.0,0.0,44.8,10.199,563.816,497.156,13.748,39.625
5EE150EA,Catalytic Converter Failure,3342.7,1529.8,27.6,23.107,47.435,91.0,4.27117,0.2192,39.412,43.464,50.525,16.078,38.702,19.146,1.003,100.0,6.142,54.2,5.681,352.577,333.42,13.856,50.513
4CBA8AAE,Alternator Failure,6226.7,1080.5,83.0,27.496,52.123,82.3,4.14265,2.81766,18.0,40.591,53.032,16.078,35.956,23.816,0.999,100.0,0.0,55.0,15.841,355.431,116.938,11.317,29.93
59F72CB8,Transmission Slip,6958.7,2987.2,31.9,16.868,90.594,83.6,3.89014,4.95285,55.94,35.987,54.442,18.581,33.942,22.407,0.961,100.0,4.413,50.4,2.65,628.032,310.73,13.545,0.0
18D3C2A1,Healthy,3368.8,1140.3,7.3,20.533,19.243,81.9,2.13621,-3.54794,44.686,41.82,49.996,24.485,37.819,19.361,1.006,100.688,1.565,45.8,6.336,555.515,283.827,13.953,0.0
818EF584,EVAP System Fault,4581.3,625.7,32.8,23.171,47.811,69.8,9.49033,-14.40598,40.808,11.891,49.402,25.954,31.765,13.777,1.003,101.634,0.0,55.0,16.724,332.405,466.85,14.181,0.0
FF620451,Throttle Body Fault,1883.7,1399.7,52.6,0.0,70.275,78.3,1.83612,14.95217,18.0,25.048,76.313,17.067,40.987,29.613,0.998,100.067,5.848,45.3,0.986,558.236,283.294,13.442,44.584
887589E7,MAP Sensor Failure,2652.6,1418.0,0.0,23.895,7.47,91.0,6.58254,15.16641,16.694,30.119,54.991,20.755,33.957,13.996,1.015,100.499,0.958,34.0,11.598,432.387,386.323,14.023,75.939
43B9568A,Healthy,5903.2,1331.7,23.9,17.265,41.356,70.5,3.461,-1.04599,31.557,79.185,54.941,17.756,33.924,20.662,0.97,100.781,2.216,44.6,2.696,542.143,371.375,13.643,45.0
8BA4F220,Engine Overheating,4016.1,1438.5,37.6,22.162,34.106,113.8,2.99739,1.77281,39.056,28.909,47.315,16.078,31.765,21.525,1.17,100.457,0.0,48.8,3.736,539.553,377.08,13.237,70.114
C3856151,Thermostat Stuck Open,5092.9,1210.5,0.0,22.139,52.609,54.2,-8.72412,-10.05185,60.595,24.055,52.065,19.571,35.158,20.827,1.16,100.154,0.878,45.5,8.077,413.592,285.357,13.914,28.04
D9BBEBE8,EVAP System Fault,4755.4,1495.1,66.9,17.522,23.131,65.9,6.26659,-19.74953,35.322,54.553,49.587,26.779,31.765,20.619,0.984,101.835,3.368,34.9,17.639,460.532,270.727,13.876,0.0
AAED82B5,Transmission Slip,1197.4,3195.4,6.1,21.509,94.091,86.3,0.72414,0.76942,28.146,46.513,48.329,19.415,32.044,17.046,0.943,101.848,1.534,48.5,9.66,388.086,522.4,14.063,60.346
16308C38,Crankshaft Position Sensor Failure,1920.2,17.7,15.4,18.838,10.287,-4.7,4.96129,85.49782,48.509,56.051,47.977,16.078,33.536,16.757,1.076,100.372,0.0,45.2,373.626,624.44,391.357,11.74,71.372
E465C35C,Throttle Body Fault,4154.2,1177.9,13.3,39.068,24.163,86.2,1.67008,-6.0113,47.23,63.208,38.776,26.364,45.022,32.911,0.995,100.0,5.629,42.7,14.858,543.178,429.011,13.953,24.588
9A0A1FD9,MAP Sensor Failure,4273.3,1845.6,49.8,20.131,5.244,80.0,0.78706,-9.92591,19.093,71.116,52.325,17.136,34.871,18.71,1.012,100.0,2.101,45.4,8.98,303.49,281.182,13.749,17.236
4207926E,Transmission Slip,5813.5,3410.0,0.0,23.79,93.488,74.7,1.34351,-2.60584,76.339,43.662,59.542,21.958,31.765,22.248,0.968,100.0,2.197,46.2,12.335,384.428,409.973,13.935,60.577
C7F0AA0D,O2 Sensor Failure,4201.2,1438.6,14.6,20.864,32.748,72.4,15.57952,29.29152,34.583,47.956,53.722,26.621,35.616,14.29,0.845,100.988,4.91,34.4,6.238,231.572,277.78,14.334,8.799
C29F3748,Transmission Slip,4345.1,2301.2,0.0,20.617,92.535,46.8,1.67084,-1.8268,42.336,31.462,49.21,23.356,35.984,15.835,0.933,100.0,0.518,41.0,3.609,491.962,123.301,13.534,0.0
D19419EA,Transmission Slip,365.0,1852.6,0.0,19.171,89.155,88.9,2.65567,5.28477,36.429,57.949,51.383,20.244,34.422,17.276,0.972,100.0,6.067,38.4,16.641,522.271,407.837,13.741,23.362
5042E8BC,Throttle Body Fault,953.6,976.8,28.8,40.007,23.887,61.5,5.0328,-4.95691,26.302,47.664,30.476,16.591,31.765,29.936,1.001,100.0,2.71,48.3,9.747,469.032,227.945,13.926,0.0
30713438,EVAP System Fault,334.2,983.8,42.0,13.401,41.545,77.8,3.96468,3.65539,33.522,40.828,50.447,16.078,31.765,13.45,0.995,100.0,0.0,48.4,25.038,644.9,27.5,13.887,0.0
152984C0,Healthy,978.9,1683.5,4.9,19.263,34.432,91.0,2.57658,0.39267,37.676,52.183,49.679,16.078,33.952,19.404,1.008,102.0,0.0,31.6,2.625,336.335,386.849,13.724,43.795
CF2BDCDA,MAP Sensor Failure,5205.2,1393.6,8.7,16.004,15.992,73.4,16.19123,22.20837,18.84,50.199,57.528,16.174,39.557,21.972,1.004,100.0,2.333,38.7,23.537,589.083,343.355,13.84,39.849
A6A40B7C,Throttle Body Fault,2385.4,1241.5,33.3,46.076,56.424,83.9,1.13438,-10.35709,18.0,72.578,31.821,16.078,33.383,33.226,0.997,100.0,6.546,44.8,13.583,542.433,297.964,13.968,15.717
F87CA1C8,O2 Sensor Failure,1243.0,1363.8,32.5,21.795,36.009,81.3,16.31438,32.15956,35.715,77.937,47.059,17.569,31.765,23.957,0.858,100.0,3.329,35.6,1.993,573.153,402.222,13.969,54.375
DECEE43D,Catalytic Converter Failure,976.2,1042.2,29.0,20.197,20.456,91.0,0.22869,-1.4062,27.452,56.949,56.342,19.368,31.765,21.89,0.995,101.047,1.63,44.0,20.774,363.257,331.008,13.557,0.0
2AF5C84C,Thermostat Stuck Open,763.5,1509.2,48.4,21.295,25.933,62.5,-9.08222,-16.68104,36.633,31.869,53.832,18.061,33.136,15.893,1.149,100.621,2.618,39.0,24.751,449.925,312.607,14.103,7.373
F1F556F6,Thermostat Stuck Open,6911.5,709.8,29.8,22.521,50.439,45.2,-12.66551,-15.31581,25.855,62.286,49.184,18.158,37.364,25.604,1.141,101.731,1.235,37.1,13.736,405.934,279.614,13.484,44.986
7D6F21BC,MAP Sensor Failure,3223.1,1172.1,1.6,18.42,15.636,88.8,11.99601,13.75969,21.165,52.234,58.269,20.445,35.181,17.786,1.008,101.219,0.644,37.8,23.042,404.695,386.448,13.255,0.0
85EACBB2,Transmission Slip,2683.1,1820.9,0.0,27.577,91.372,83.2,4.0944,-1.88403,36.442,46.544,54.291,16.078,31.765,17.538,0.95,100.616,5.614,30.5,-10.0,313.588,315.521,13.694,0.0
EA4AFB57,MAP Sensor Failure,6647.4,748.2,16.0,21.738,16.029,45.3,11.05893,13.01213,19.885,56.056,51.199,18.631,40.137,22.236,1.007,100.425,1.054,40.4,12.792,454.683,522.4,13.78,80.561
64B25DA8,Alternator Failure,1089.3,691.9,29.8,23.303,21.371,60.7,-0.63963,7.07155,24.469,48.223,58.357,20.961,31.765,31.962,0.999,101.846,0.0,42.6,14.896,443.872,148.918,10.899,32.466
6C60D9E2,MAP Sensor Failure,2511.4,1728.1,32.7,18.053,1.594,75.5,4.88884,11.26444,20.641,41.91,50.812,17.811,36.035,17.679,1.014,101.345,4.473,39.9,19.843,498.299,236.177,13.746,1.692
25713FE1,Crankshaft Position Sensor Failure,2250.9,56.3,11.0,22.027,16.384,-0.4,3.36756,20.17247,24.528,28.347,58.186,18.775,35.388,19.095,0.794,100.677,5.576,36.5,523.495,514.626,399.587,11.13,26.682
094D1E2B,Engine Overheating,1378.9,1408.0,22.8,18.146,30.812,128.1,1.04813,-0.01448,25.996,59.729,52.651,16.777,31.765,19.11,1.158,100.0,3.827,41.6,-7.89,549.951,384.359,13.814,10.012
7A788523,Thermostat Stuck Open,2795.0,2221.8,26.7,16.79,48.972,46.3,-3.39425,-11.26676,18.0,56.661,50.197,28.457,32.48,19.487,1.131,100.0,2.799,39.9,34.0,431.251,298.601,13.533,29.277
73614693,O2 Sensor Failure,692.6,1133.8,32.3,16.567,24.042,91.0,11.73795,27.16333,44.148,61.805,47.059,20.668,35.299,15.759,0.82,100.574,0.0,39.1,9.938,481.204,357.774,13.814,15.154
3875A1F7,MAP Sensor Failure,6238.1,1010.6,17.5,20.842,64.901,57.1,3.74551,17.40703,54.409,33.737,47.059,22.937,31.765,21.747,0.991,100.152,1.688,46.1,27.034,430.017,264.136,13.676,16.645
D6605E60,EVAP System Fault,593.6,860.9,1.5,20.528,41.877,89.0,3.86605,-14.6174,52.856,50.463,52.893,24.503,41.453,16.525,0.998,101.041,1.206,55.0,19.557,644.9,205.966,13.722,0.0
1FBD3FD1,Alternator Failure,5922.6,1408.5,22.2,4.127,49.716,43.7,3.28861,5.49817,47.148,53.049,52.707,20.59,37.477,33.616,0.99,100.0,0.0,34.8,6.723,463.67,412.825,12.022,22.658
20FA0190,Throttle Body Fault,4749.7,2011.5,26.0,43.024,7.87,56.1,2.86985,-1.46742,20.423,30.294,33.083,21.674,34.106,33.925,1.001,100.0,0.564,36.0,19.194,419.225,387.521,14.054,27.741
79882D9F,Catalytic Converter Failure,2221.7,1621.9,42.1,22.562,32.5,91.0,0.24132,0.14253,23.607,47.166,47.593,16.078,35.247,20.599,1.001,101.687,0.0,36.9,25.152,610.85,587.635,13.822,28.189
C2BB9083,Thermostat Stuck Open,3793.1,0.0,57.9,18.281,12.718,52.7,-11.93263,-12.05547,49.406,54.092,49.097,17.735,31.765,25.819,1.091,100.677,4.801,41.9,-13.82,412.965,284.887,13.806,8.293
8C33CE8A,Throttle Body Fault,2085.8,1092.0,20.5,1.529,23.687,76.5,3.67622,-0.56898,18.0,32.048,75.073,19.293,31.904,28.214,1.003,100.0,2.877,39.9,13.695,507.784,418.576,13.776,17.99
2B0343BC,Thermostat Stuck Open,3130.7,1030.4,28.5,19.171,4.206,46.0,-13.3431,-15.87319,45.407,55.956,50.749,20.977,31.765,23.014,1.109,102.0,3.025,37.2,17.95,410.87,283.316,13.482,49.841
1D04841C,Alternator Failure,2592.5,1207.8,26.2,20.376,46.898,91.0,2.79253,2.66097,18.0,48.726,47.059,17.766,38.595,15.477,1.001,101.847,2.66,39.5,-4.391,398.895,522.017,10.77,31.076
B95D5F05,Thermostat Stuck Open,6005.4,1586.5,26.3,20.448,43.767,44.5,-12.43828,-9.77983,35.833,40.631,50.707,22.21,41.568,20.088,1.095,100.492,5.808,33.5,17.284,424.831,293.786,14.375,0.0
D1969221,Engine Overheating,4090.7,871.8,45.5,24.946,25.189,137.8,5.4688,-4.48038,24.776,16.641,47.699,16.078,36.292,17.552,1.141,101.766,0.388,49.0,4.686,567.447,396.606,14.161,18.424
C1DBB131,Healthy,6571.9,1638.8,0.0,14.564,53.729,79.2,2.50789,4.06228,55.173,54.912,53.421,18.614,34.095,22.276,1.014,101.082,2.949,34.6,4.776,565.581,354.12,13.997,50.317
D01BCE58,Catalytic Converter Failure,6384.3,222.6,0.0,15.746,32.196,67.8,2.05257,-0.5401,28.791,46.428,54.681,21.972,33.942,18.693,0.981,100.0,4.142,30.1,8.302,438.762,391.281,13.797,56.024
2A494CF0,Catalytic Converter Failure,4750.7,830.0,34.3,13.333,42.257,53.1,0.49785,2.16883,19.28,36.663,51.506,22.837,34.96,19.781,1.008,100.28,0.0,53.2,7.037,639.07,591.497,13.663,39.807
D49A5F74,MAP Sensor Failure,2974.5,1396.2,49.2,16.909,8.437,83.1,-0.92406,-3.96535,12.85,43.497,51.223,19.12,36.483,21.004,1.007,100.17,0.0,42.7,-0.147,524.56,247.687,14.176,26.251
9805485D,Healthy,2366.6,2035.9,34.8,21.62,32.352,91.0,4.79459,2.12676,28.557,67.072,50.3,20.694,41.818,19.399,1.002,100.454,2.373,38.6,5.514,437.298,473.548,13.709,6.488
CA4838E0,O2 Sensor Failure,3256.0,1282.1,16.1,18.34,37.323,91.0,13.11136,31.49995,57.544,51.319,50.206,22.727,38.648,17.714,0.845,100.123,2.884,46.4,-0.712,463.8,387.074,13.531,0.0
51C9EDF2,Thermostat Stuck Open,5846.2,1060.5,20.1,15.737,32.279,45.9,-13.82312,-10.74824,18.072,72.256,55.625,21.438,38.718,19.761,1.157,101.491,3.68,43.5,8.793,405.411,279.222,13.731,30.534
9BFF4E77,EVAP System Fault,7006.3,510.5,10.4,16.232,40.268,43.0,4.93047,1.99212,35.804,59.537,56.739,18.761,33.306,21.506,0.998,100.127,3.09,44.0,4.484,467.053,453.402,14.085,0.0
BE59FEE7,Engine Overheating,1864.2,1160.5,36.7,17.748,50.046,118.0,1.81398,1.50056,63.123,74.515,51.043,16.178,43.989,23.812,1.174,101.868,2.719,34.0,-0.78,554.378,387.457,13.813,31.195
58B23C90,MAP Sensor Failure,4208.2,1220.2,8.2,20.512,24.777,80.9,-1.35204,19.45922,52.175,53.154,47.059,17.534,42.383,21.526,0.997,100.0,2.12,35.8,9.78,480.686,443.318,13.868,49.035
338F6FAB,Thermostat Stuck Open,2620.3,1129.9,60.4,21.003,7.44,61.0,-8.37538,-11.37514,35.144,62.684,52.645,16.58,32.754,20.137,1.063,100.928,1.378,45.9,13.823,448.872,311.817,13.705,26.459
51BF1812,O2 Sensor Failure,2849.2,1237.0,31.8,21.542,54.343,61.8,15.61332,33.44813,18.0,67.752,52.551,19.057,31.765,16.741,0.875,102.0,0.0,46.8,2.757,525.328,122.148,13.764,31.295
7F165226,MAP Sensor Failure,6524.4,1611.2,39.5,15.206,38.2,81.4,-0.03413,3.3325,37.87,23.031,49.919,18.339,31.765,17.64,0.984,100.612,1.656,52.6,-5.916,594.51,339.931,13.436,2.792
D9AB46F8,EVAP System Fault,5806.7,1177.1,29.8,21.27,21.305,60.6,8.0632,-18.46578,47.731,53.792,49.168,18.512,31.765,24.184,1.008,100.549,0.0,39.3,33.743,522.885,364.185,13.832,0.0
499C81F3,Thermostat Stuck Open,734.1,1505.9,13.7,21.011,33.22,55.1,-4.37483,-4.28115,52.306,60.902,55.431,17.977,34.708,17.301,1.083,100.767,0.0,42.4,19.109,434.805,301.267,13.835,0.0
A799B9EB,Catalytic Converter Failure,244.1,1047.2,35.5,21.683,38.509,65.3,2.39073,-4.66187,33.965,39.185,48.619,17.947,36.059,19.198,1.029,100.064,0.0,45.6,-2.016,505.09,481.261,13.843,18.781
703410C5,Alternator Failure,4329.8,899.1,42.1,16.888,29.928,79.5,3.59583,-7.59196,37.814,30.321,51.594,21.569,33.856,30.069,0.988,100.164,4.539,44.0,28.161,522.906,173.135,11.574,0.0
50B43095,Healthy,641.9,1324.9,60.9,13.663,29.533,79.8,3.2629,-4.84311,25.259,55.519,48.244,16.078,39.832,22.447,1.002,100.619,2.546,36.5,16.975,453.872,264.311,13.752,11.643
2BA051D4,Healthy,3698.3,1466.8,20.5,18.326,33.6,89.4,-0.4158,1.02078,46.099,39.066,50.013,17.144,37.479,16.431,1.0,101.473,1.635,33.7,-13.49,471.699,233.771,14.167,25.094
8E91A9BA,Transmission Slip,6701.5,2085.1,12.3,24.394,97.09,66.2,-1.5625,-2.46553,29.682,32.278,47.059,18.777,37.372,17.306,0.956,101.588,0.0,37.3,-2.181,371.694,231.082,13.761,51.873
CCF1BF25,Alternator Failure,1439.6,1318.4,51.3,26.907,26.834,91.0,2.14484,4.52082,46.565,41.202,57.342,19.492,37.427,12.47,1.009,100.0,4.36,43.9,-1.93,507.212,505.769,10.806,48.284
FAB9DD9A,Throttle Body Fault,6976.3,484.5,52.7,57.323,44.523,87.1,-1.55114,-4.12673,42.408,35.736,25.065,21.055,36.941,12.029,0.997,100.461,0.6,46.6,12.665,347.35,327.821,13.606,0.0
ABFAEDF3,O2 Sensor Failure,366.4,1043.5,20.7,16.284,52.755,63.1,21.19459,26.5504,18.0,61.85,51.476,16.078,32.524,16.298,0.852,100.091,1.743,46.2,6.537,562.349,282.609,13.851,100.0
C4E4BF91,MAP Sensor Failure,5627.2,1854.6,32.4,19.447,81.113,90.4,-13.03407,-21.57593,100.051,56.942,50.878,16.881,33.138,20.619,0.981,100.0,2.089,36.9,8.185,259.051,297.255,13.934,64.011
25988EC2,Crankshaft Position Sensor Failure,2472.6,16.0,3.6,14.318,22.48,1.4,0.32505,30.96029,50.489,39.354,52.149,17.006,41.485,21.492,0.762,101.531,3.056,40.0,367.237,500.091,330.037,24.78,0.0
BA86126E,Transmission Slip,211.3,2454.0,29.1,15.51,93.263,91.0,5.4688,-4.54394,27.229,45.197,47.059,16.078,35.376,20.026,0.943,100.0,4.04,51.2,6.642,558.081,385.009,13.927,37.231
90B26064,Catalytic Converter Failure,4676.7,1742.0,24.6,22.9,43.976,91.0,-0.09969,-3.9373,48.791,30.826,58.242,22.304,38.561,20.1,1.002,100.0,1.242,42.5,8.667,561.986,529.889,13.57,47.104
9710221E,Crankshaft Position Sensor Failure,5694.5,10.2,17.2,19.555,26.211,-4.6,2.23937,95.17993,32.367,69.185,47.059,21.692,35.319,21.594,0.741,100.721,1.451,42.1,208.282,481.967,244.353,34.939,83.91
CC407EC5,O2 Sensor Failure,5379.9,1653.9,25.9,19.405,39.926,83.0,14.40969,36.70522,28.827,58.732,47.059,16.078,35.165,21.08,0.91,100.61,0.0,36.7,-6.695,643.569,379.501,13.487,48.511
8423E2FF,MAP Sensor Failure,2174.1,1170.2,13.8,20.659,83.561,54.5,-7.02545,-14.77998,101.758,60.999,51.33,20.846,34.515,18.674,0.999,100.755,0.086,32.6,-6.427,498.876,439.054,13.778,28.227
9E28BE94,Crankshaft Position Sensor Failure,5344.0,53.8,17.2,18.691,4.019,-6.5,3.94651,79.96207,18.0,58.898,47.059,17.486,35.301,15.469,0.793,101.413,2.562,36.6,533.172,556.91,241.958,24.131,44.226
62C21CEA,Transmission Slip,2798.6,1515.1,1.2,19.578,93.07,90.0,0.26658,-3.45531,36.115,54.457,47.792,23.824,31.765,18.306,0.975,100.659,0.954,34.4,20.43,512.541,335.394,14.04,0.0
E17CFD8D,Engine Overheating,908.6,1913.5,0.0,19.761,39.256,142.2,2.066,3.14012,23.407,17.974,51.246,23.231,32.372,14.739,1.135,101.149,2.906,45.2,-2.319,585.388,409.165,14.053,46.969
03C13ED4,Alternator Failure,4076.1,1392.5,21.8,12.432,34.707,91.0,0.48391,-7.39427,32.318,58.541,50.674,29.227,32.13,19.06,0.993,100.708,4.535,31.0,-16.117,642.934,409.338,10.881,35.253
AF3C5576,O2 Sensor Failure,1017.6,1297.6,42.0,22.02,38.97,38.9,21.52324,36.59459,54.295,47.497,47.149,19.688,31.765,17.743,0.914,101.662,0.0,37.9,3.722,505.422,348.49,13.853,49.484
64EA60EB,EVAP System Fault,812.0,1892.6,39.8,17.421,20.224,87.8,6.11025,5.23315,38.915,28.896,50.002,22.173,33.482,18.4,1.021,100.0,0.234,35.8,4.51,398.586,245.868,13.422,0.0
6C308E10,Catalytic Converter Failure,4193.3,1505.1,11.1,16.304,37.382,85.7,2.23446,-2.90508,42.353,42.312,52.792,22.258,31.765,20.47,1.008,100.0,0.0,43.5,8.342,613.13,570.831,13.565,44.486
BD4E4D7E,Healthy,4868.0,1377.0,33.1,17.433,5.227,72.2,-0.01502,0.0457,42.051,67.446,53.081,21.21,36.085,21.183,1.012,100.544,0.0,55.0,-1.617,407.752,315.302,13.973,36.994
BCFD76DD,Crankshaft Position Sensor Failure,2644.6,66.4,23.9,17.932,18.78,0.8,1.69801,86.81048,41.993,29.032,54.005,23.714,33.603,13.333,0.883,100.0,3.871,38.6,324.653,582.229,420.603,3.718,0.0
0695E6BA,Engine Overheating,1525.0,795.2,7.2,18.212,63.39,112.8,1.86121,-1.29244,39.801,56.783,49.704,18.111,34.631,21.126,1.116,100.097,4.988,38.2,-7.783,519.043,362.723,13.842,43.218
14687E81,O2 Sensor Failure,5809.6,939.6,24.5,14.773,27.194,91.0,20.56703,33.64717,35.77,8.627,49.026,19.033,36.516,21.248,0.919,101.046,0.0,52.6,-1.819,597.838,439.367,13.635,20.664
D4C6E4B6,EVAP System Fault,6201.1,1195.1,30.0,17.488,50.544,54.8,6.05133,-4.19488,40.979,40.901,48.844,20.947,37.412,18.621,1.009,100.0,4.597,39.4,22.258,412.804,300.067,14.133,0.0
771B7496,MAP Sensor Failure,2338.4,1576.6,48.5,25.019,100.0,66.8,3.39651,1.16426,97.408,46.468,49.485,17.916,41.736,23.499,0.997,100.872,0.0,52.7,4.63,604.34,347.612,14.362,44.71
BBFD5CC4,Engine Overheating,767.3,1545.6,30.1,20.588,42.186,123.4,0.51291,1.15327,48.174,31.09,53.686,22.757,33.42,21.346,1.103,100.0,0.0,48.9,0.234,551.362,385.346,13.792,8.364
2E31C541,Thermostat Stuck Open,316.2,771.3,4.0,18.975,15.082,54.8,-5.64877,-13.98525,18.0,56.707,55.157,19.179,31.765,17.339,1.176,100.838,4.186,33.5,-13.155,417.336,288.166,14.017,10.549
8902756F,O2 Sensor Failure,640.0,1752.4,33.5,25.273,24.437,87.1,17.85354,32.11017,55.562,32.647,48.448,16.078,43.351,18.807,0.846,100.09,1.759,47.3,3.222,441.014,290.575,13.898,0.0
622CB09C,EVAP System Fault,2021.8,623.5,36.9,16.047,44.163,90.9,4.29574,-11.18609,42.325,48.718,50.677,18.332,31.765,26.163,1.028,100.869,2.866,51.3,1.258,557.372,430.461,13.886,0.0
D25CD8A4,Healthy,5693.5,978.3,31.8,23.521,51.516,70.3,0.55731,-0.42658,44.687,60.01,47.9,16.078,31.765,20.078,1.017,100.0,0.0,46.2,25.186,479.159,177.854,13.855,22.963
3A5AF236,Alternator Failure,78.5,921.5,28.4,24.014,48.405,91.0,3.38655,6.51706,20.111,45.748,52.085,16.078,42.023,25.139,1.006,100.0,1.737,50.6,31.203,573.93,456.929,12.248,49.719
